"","publisher","id","owners","name","release_date","categories","price","user_rating","expert_rating","game_mode","d_publisher"
"928","Square Enix",340170,560000,"FINAL FANTASY TYPE-0™ HD",2015,"Single-player",19.99,0.6,0.69,1,1
"929","Square Enix",39190,1800000,"Dungeon Siege",2011,"Single-player",4.99,0.75,0.86,1,1
"930","Square Enix",6980,2500000,"Thief: Deadly Shadows",2007,"Single-player",6.99,0.84,0.85,1,1
"931","Square Enix",8170,1300000,"Battlestations Pacific",2009,"Single-player Multi-player",6.99,0.65,0.74,0,1
"932","Square Enix;Feral Interactive (Linux);Feral Interactive (Mac)",337000,5100000,"Deus Ex: Mankind Divided",2016,"Single-player",19.99,0.69,0.83,1,1
"933","Square Enix;Feral Interactive (Mac)",8000,3400000,"Tomb Raider: Anniversary",2007,"Single-player",6.99,0.83,0.83,1,1
"934","Square Enix;Feral Interactive (Mac)",238010,5100000,"Deus Ex: Human Revolution - Director's Cut",2013,"Single-player",12.99,0.91,0.91,1,1
"935","Square Enix;Feral Interactive (Mac)",239160,4400000,"Thief",2014,"Single-player",19.99,0.71,0.7,1,1
"936","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)",203160,14700000,"Tomb Raider",2013,"Single-player Multi-player",14.99,0.96,0.86,0,1
"937","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)",554620,2200000,"Life is Strange: Before the Storm",2017,"Single-player",13.99,0.93,0.77,1,1
"938","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)",391220,6200000,"Rise of the Tomb Raider™",2016,"Single-player",39.99,0.93,0.86,1,1
"939","Squid In A Box Ltd",107600,770000,"Waves",2011,"Single-player",3.99,0.94,0.82,1,0
"940","Standing Stone Games, LLC",212500,3e+06,"The Lord of the Rings Online™",2012,"",0,0.81,0.86,0,0
"941","Starbreeze Publishing AB",414740,280000,"RAID: World War II",2017,"Single-player Multi-player Online Multi-Player",15.49,0.52,0.53,0,1
"942","Starbreeze Publishing AB",218620,21200000,"PAYDAY 2",2013,"Single-player Multi-player",7.49,0.85,0.79,0,1
"943","Stardock Entertainment",202200,5800000,"Galactic Civilizations® II: Ultimate Edition",2011,"Single-player",14.99,0.75,0.92,1,0
"944","Stardock Entertainment",228260,1700000,"Fallen Enchantress: Legendary Heroes",2013,"Single-player",19.49,0.72,0.8,1,0
"945","Stardock Entertainment",507490,4400000,"Ashes of the Singularity: Escalation",2016,"Single-player Multi-player Online Multi-Player",23.79,0.77,0.81,0,0
"946","Stardock Entertainment",226860,1800000,"Galactic Civilizations III",2015,"Single-player Multi-player Online Multi-Player",23.79,0.76,0.81,0,0
"947","Stardock Entertainment",204880,6600000,"Sins of a Solar Empire: Rebellion®",2012,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",30.99,0.92,0.82,0,0
"948","Stardock Entertainment",271240,2300000,"Offworld Trading Company - Free Multiplayer",2016,"Single-player Multi-player Online Multi-Player    Multiplayer",0,0.74,0.78,0,0
"949","State of Play Games",205020,1600000,"Lumino City",2014,"Single-player",8.99,0.89,0.7,1,0
"950","Steel Crate Games",341800,2900000,"Keep Talking and Nobody Explodes",2015,"Local Multi-Player  Local",10.99,0.98,0.71,0,0
"951","Stellar Jockeys",274500,1400000,"Brigador: Up-Armored Edition",2016,"Single-player",14.99,0.93,0.7,1,0
"952","Strategy First",12320,810000,"Sacred Gold",2008,"Single-player",6.99,0.82,0.74,1,0
"953","Strategy First",12360,1400000,"FlatOut: Ultimate Carnage",2008,"Single-player Multi-player",16.99,0.83,0.79,0,0
"954","Strategy First",6220,1600000,"FlatOut",2007,"Single-player Multi-player",4.99,0.91,0.72,0,0
"955","Strategy First",201510,1100000,"Flatout 3: Chaos & Destruction",2011,"Single-player Multi-player",6.99,0.13,0.23,0,0
"956","Strategy First",2990,1800000,"FlatOut 2™",2006,"Single-player",5.99,0.94,0.76,1,0
"957","Strategy First",6200,1200000,"Ghost Master®",2006,"Single-player",3.99,0.86,0.81,1,0
"958","Studio MDHR Entertainment Inc.",268910,3200000,"Cuphead",2017,"Single-player Local",14.99,0.96,0.88,0,0
"959","Studio Wildcard",346110,8200000,"ARK: Survival Evolved",2017,"Single-player Multi-player",44.99,0.69,0.7,0,0
"960","Stunlock Studios",6370,1200000,"Bloodline Champions",2011,"Single-player Multi-player",0,0.86,0.79,0,0
"961","Stunlock Studios",504370,6900000,"Battlerite",2017,"Single-player Multi-player Online Multi-Player",0,0.84,0.85,0,0
"962","Stygian Software",250520,950000,"UnderRail",2015,"Single-player",9.99,0.85,0.72,1,0
"963","Subset Games",590380,1400000,"Into the Breach",2018,"Single-player",11.39,0.92,0.9,1,0
"964","Subset Games",212680,5800000,"FTL: Faster Than Light",2012,"Single-player",6.99,0.96,0.84,1,0
"965","Suncrash",455980,230000,"Judgment: Apocalypse Survival Simulation",2018,"Single-player",15.49,0.83,0.72,1,0
"966","Superflat Games",209830,1800000,"Lone Survivor: The Director's Cut",2012,"Single-player",11.39,0.87,0.81,1,0
"967","Supergiant Games",462770,1e+06,"Pyre",2017,"Single-player Local Multi-Player",15.49,0.91,0.82,0,0
"968","Supergiant Games",237930,3300000,"Transistor",2014,"Single-player",15.49,0.95,0.83,1,0
"969","Supergiant Games",107100,5800000,"Bastion",2011,"Single-player",11.39,0.96,0.86,1,0
"970","SUPERHOT Team",617830,1400000,"SUPERHOT VR",2017,"Single-player",18.99,0.88,0.83,1,0
"971","SUPERHOT Team",322500,4100000,"SUPERHOT",2016,"Single-player",17.99,0.87,0.82,1,0
"972","SuperVillain Studios",214360,1800000,"Tower Wars",2012,"Single-player Multi-player Online Multi-Player    Multiplayer",5.59,0.73,0.59,0,0
"973","Suspicious Developments",268130,790000,"Heat Signature",2017,"Single-player",10.99,0.94,0.79,1,0
"974","Suspicious Developments",206190,3200000,"Gunpoint",2013,"Single-player",6,0.97,0.83,1,0
"975","TaleWorlds Entertainment",48700,5200000,"Mount & Blade: Warband",2010,"Single-player Multi-player",14.99,0.97,0.78,0,0
"976","TaleWorlds Entertainment",48720,3300000,"Mount & Blade: With Fire & Sword",2011,"Single-player Multi-player",7.99,0.86,0.68,0,0
"977","TaleWorlds Entertainment",22100,2900000,"Mount & Blade",2008,"Single-player",7.99,0.92,0.72,1,0
"978","Talking About Media",296070,1200000,"MIND: Path to Thalamus Enhanced Edition",2014,"Single-player",9.29,0.68,0.75,1,0
"979","Targem Games",302710,1200000,"BlazeRush",2014,"Single-player Multi-player",6.99,0.87,0.66,0,0
"980","Tasharen Entertainment Inc.",326410,1700000,"Windward",2015,"Single-player Multi-player   Multiplayer",6.99,0.8,0.61,0,0
"981","Tate Multimedia",243450,1300000,"Urban Trial Freestyle",2013,"Single-player",4.99,0.81,0.58,1,0
"982","Team Cherry",367520,5200000,"Hollow Knight",2017,"Single-player",10.99,0.95,0.87,1,0
"983","Team Reptile",261180,4100000,"Lethal League",2014,"Single-player Multi-player   Multiplayer",9.99,0.94,0.82,0,0
"984","Team17 Digital Ltd",327030,2100000,"Worms W.M.D",2016,"Single-player Multi-player",19.99,0.8,0.79,0,1
"985","Team17 Digital Ltd",200170,3300000,"Worms Revolution",2012,"Single-player Multi-player",10.99,0.85,0.73,0,1
"986","Team17 Digital Ltd",360830,2400000,"Yooka-Laylee",2017,"Single-player Local Multi-Player Local",34.99,0.75,0.73,0,1
"987","Team17 Digital Ltd",233840,2100000,"Worms Clan Wars",2013,"Single-player Multi-player",18.99,0.76,0.73,0,1
"988","Team17 Digital Ltd",22610,2600000,"Alien Breed: Impact",2010,"Single-player",6.99,0.72,0.64,1,1
"989","Team17 Digital Ltd",70600,2700000,"Worms Ultimate Mayhem",2011,"Single-player Multi-player",10.99,0.87,0.66,0,1
"990","Team17 Digital Ltd",298630,2900000,"The Escapists",2015,"Single-player",12.99,0.89,0.71,1,1
"991","Team17 Digital Ltd",448510,2400000,"Overcooked",2016,"Single-player Local Multi-Player Local",12.99,0.91,0.81,0,1
"992","Team17 Digital Ltd",641990,3e+06,"The Escapists 2",2017,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",19.99,0.81,0.75,0,1
"993","Team17 Digital Ltd",356040,1400000,"Sheltered",2016,"Single-player",9.99,0.79,0.62,1,1
"994","Team17 Digital Ltd",22600,2400000,"Worms Reloaded",2010,"Single-player Multi-player",14.99,0.85,0.79,0,1
"995","Team17 Digital Ltd",728880,2200000,"Overcooked! 2",2018,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",19.99,0.81,0.81,0,1
"996","Team17 Digital Ltd",666140,2500000,"My Time At Portia",2019,"Single-player",24.99,0.91,0.73,1,1
"997","Techland Publishing",239140,8200000,"Dying Light",2015,"Single-player Multi-player",24.99,0.93,0.87,0,0
"998","Telltale Games",31270,3200000,"Puzzle Agent",2010,"Single-player",3.99,0.88,0.7,1,0
"999","Telltale Games",579950,520000,"Marvel's Guardians of the Galaxy: The Telltale Series",2017,"Single-player",11.99,0.87,0.78,1,0
"1000","Telltale Games",250320,3300000,"The Wolf Among Us",2013,"Single-player",11.99,0.98,0.85,1,0
"1001","Telltale Games",675260,1200000,"Batman: The Enemy Within - The Telltale Series",2017,"Single-player",11.99,0.86,0.79,1,0
"1002","Teotl Studios",313630,380000,"The Solus Project",2016,"Single-player",14.99,0.81,0.68,1,0
"1003","Tequila Works",552590,1800000,"The Sexy Brutale",2017,"Single-player",14.99,0.94,0.83,1,0
"1004","Terrible Toybox",569860,250000,"Thimbleweed Park™",2017,"Single-player",14.99,0.94,0.84,1,0
"1005","Terry Cavanagh",221640,3900000,"Super Hexagon",2012,"Single-player",1.99,0.97,0.88,1,0
"1006","Terry Cavanagh",70300,3800000,"VVVVVV",2010,"Single-player",3.99,0.96,0.81,1,0
"1007","Texel Raptor",453090,360000,"Parkitect",2018,"Single-player",23.79,0.91,0.83,1,0
"1008","The Astronauts",258520,2300000,"The Vanishing of Ethan Carter",2014,"Single-player",14.99,0.89,0.82,1,0
"1009","The Behemoth",238460,6500000,"BattleBlock Theater®",2014,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",10.99,0.97,0.85,0,0
"1010","The Behemoth",291860,7e+05,"Pit People®",2018,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local",15.49,0.94,0.78,0,0
"1011","THE BROTHERHOOD",532840,1100000,"CAYNE",2017,"Single-player",0,0.81,0.75,1,0
"1012","The Game Bakers",423230,2200000,"Furi",2016,"Single-player",14.99,0.9,0.76,1,0
"1013","The Merchant Guild of Rund (Limited)",369990,2e+06,"Gremlins, Inc.",2016,"Single-player Multi-player Online Multi-Player    Multiplayer",14.99,0.85,0.75,0,0
"1014","The Molasses Flood;Curve Digital",318600,6100000,"The Flame in the Flood",2016,"Single-player",14.99,0.76,0.73,1,0
"1015","The Quantum Astrophysicists Guild",204240,2300000,"The Bridge",2013,"Single-player",6.99,0.89,0.74,1,0
"1016","The Sleeping Machine",94300,2300000,"The Dream Machine: Chapter 1 & 2",2012,"Single-player",2.79,0.92,0.75,1,0
"1017","Thekla, Inc.",210970,2400000,"The Witness",2016,"Single-player",29.99,0.84,0.87,1,0
"1018","Thing Trunk",449960,1900000,"Book of Demons",2018,"Single-player",19.99,0.93,0.72,1,0
"1019","Thomas Happ Games LLC",332200,570000,"Axiom Verge",2015,"Single-player",14.99,0.94,0.8,1,0
"1020","Those Awesome Guys",743450,1700000,"Monster Prom",2018,"Single-player Multi-player Online Multi-Player Local Multi-Player",9.29,0.88,0.73,0,0
"1021","Those Awesome Guys",323850,2200000,"Move or Die",2016,"Single-player Multi-player   Multiplayer",10.99,0.87,0.8,0,0
"1022","THQ Nordic",65540,1600000,"Gothic 1",2001,"Single-player",0,0.87,0.81,1,0
"1023","THQ Nordic",20530,1700000,"Red Faction",2009,"Single-player Multi-player",4.99,0.9,0.78,0,0
"1024","THQ Nordic",451020,1600000,"Battle Chasers: Nightwar",2017,"Single-player",24.99,0.89,0.78,1,0
"1025","THQ Nordic",606280,1500000,"Darksiders III",2018,"Single-player",44.99,0.71,0.7,1,0
"1026","THQ Nordic",39510,1700000,"Gothic II: Gold Edition",2010,"Single-player",8.99,0.89,0.79,1,0
"1027","THQ Nordic",411300,1500000,"ELEX",2017,"Single-player",39.99,0.75,0.67,1,0
"1028","THQ Nordic",55110,4400000,"Red Faction®: Armageddon™",2011,"Single-player",14.99,0.73,0.75,1,0
"1029","THQ Nordic",215160,1200000,"The Book of Unwritten Tales",2012,"Single-player",17.99,0.91,0.82,1,0
"1030","THQ Nordic",214870,2e+06,"Painkiller Hell & Damnation",2012,"Single-player Multi-player",17.99,0.77,0.64,0,0
"1031","THQ Nordic",785740,1500000,"This Is the Police 2",2018,"Single-player",13.99,0.76,0.66,1,0
"1032","THQ Nordic",39500,1800000,"Gothic® 3",2009,"Single-player",8.99,0.8,0.63,1,0
"1033","THQ Nordic",39690,1500000,"ArcaniA",2010,"Single-player",17.99,0.49,0.63,1,0
"1034","THQ Nordic",39680,1400000,"The Guild II Renaissance",2010,"Single-player",8.99,0.8,0.56,1,0
"1035","THQ Nordic",260750,1200000,"Neighbours from Hell Compilation",2013,"Single-player",8.99,0.97,0.69,1,0
"1036","THQ Nordic",57740,950000,"Jagged Alliance - Back in Action",2012,"Single-player",14.99,0.68,0.62,1,0
"1037","THQ Nordic",311290,390000,"SpellForce 3",2017,"Single-player Multi-player",39.99,0.72,0.73,0,0
"1038","THQ Nordic",228380,1600000,"Wreckfest",2018,"Single-player Multi-player Online Multi-Player",38.99,0.78,0.81,0,0
"1039","THQ Nordic;EuroVideo Medien",403970,1700000,"The Dwarves",2016,"Single-player",34.99,0.75,0.61,1,1
"1040","Threaks",231040,2200000,"Beatbuddy: Tale of the Guardians",2013,"Single-player",6.99,0.78,0.75,1,0
"1041","Thunder Lotus Games",323580,6400000,"Jotun: Valhalla Edition",2015,"Single-player",11.39,0.78,0.79,1,0
"1042","Tiger Style",227200,1600000,"Waking Mars",2012,"Single-player",6.99,0.89,0.79,1,0
"1043","tinyBuild",521890,1500000,"Hello Neighbor",2017,"Single-player",23.79,0.71,0.38,1,0
"1044","tinyBuild",599140,2500000,"Graveyard Keeper",2018,"Single-player",15.49,0.76,0.69,1,0
"1045","tinyBuild",394310,3200000,"Punch Club",2016,"Single-player",6.99,0.78,0.73,1,0
"1046","tinyBuild",356570,2600000,"Party Hard",2015,"Single-player Local",7.19,0.88,0.64,0,0
"1047","tinyBuild",397950,2100000,"Clustertruck",2016,"Single-player",10.99,0.9,0.76,1,0
"1048","tinyBuild",207140,5600000,"SpeedRunners",2016,"Single-player Online Multi-Player Local Multi-Player   Multiplayer",10.99,0.93,0.84,0,0
"1049","tinyBuild",435530,1900000,"The Final Station",2016,"Single-player",10.99,0.84,0.76,1,0
"1050","tinyBuild",298600,2600000,"Lovely Planet",2014,"Single-player",4.79,0.92,0.61,1,0
"1051","Toadman Interactive;Jagex",299360,3700000,"Block N Load",2015,"Single-player Multi-player",0,0.77,0.72,0,1
"1052","tobyfox",391540,5800000,"Undertale",2015,"Single-player",6.99,0.96,0.92,1,0
"1053","Tomorrow Corporation",375820,1600000,"Human Resource Machine",2015,"Single-player",6.99,0.93,0.78,1,0
"1054","Tomorrow Corporation",221260,2900000,"Little Inferno",2012,"Single-player",6.99,0.93,0.68,1,0
"1055","Topware Interactive",253980,5700000,"Enclave",2013,"Single-player",3.99,0.78,0.71,1,0
"1056","Topware Interactive",1930,4300000,"Two Worlds Epic Edition",2009,"Single-player Multi-player Online Multi-Player   Multiplayer",6.99,0.72,0.65,0,0
"1057","Topware Interactive",7510,3800000,"X-Blades",2009,"Single-player",6.99,0.61,0.54,1,0
"1058","Topware Interactive, ACE",7520,3700000,"Two Worlds II HD",2011,"Single-player Multi-player Online Multi-Player    Multiplayer",14.99,0.6,0.75,0,0
"1059","Torn Banner Studios",219640,1.1e+07,"Chivalry: Medieval Warfare",2012,"Multi-player",18.99,0.82,0.79,0,0
"1060","Total Mayhem Games",677160,2100000,"We Were Here Too",2018,"Multi-player Online Multi-Player   Multiplayer",7.19,0.78,0.69,0,0
"1061","Transhuman Design",219830,2200000,"King Arthur's Gold",2013,"Single-player Multi-player Online Multi-Player    Multiplayer",0,0.83,0.81,0,0
"1062","Trapdoor",224760,3900000,"FEZ",2013,"Single-player",6.99,0.92,0.91,1,0
"1063","Treasure",253750,470000,"Ikaruga",2014,"Single-player",6.99,0.95,0.84,1,0
"1064","Trendy Entertainment",65800,4100000,"Dungeon Defenders",2011,"Single-player Multi-player",9.99,0.92,0.81,0,0
"1065","Tribute Games Inc.",218820,2100000,"Mercenary Kings: Reloaded Edition",2014,"Single-player Multi-player    Multiplayer",14.99,0.7,0.76,0,0
"1066","Trion Worlds",39120,3100000,"RIFT",2011,"Multi-player Online Multi-Player",0,0.75,0.84,0,0
"1067","Trion Worlds",304030,2100000,"ArcheAge",2015,"Multi-player",0,0.51,0.8,0,0
"1068","Trion Worlds",743090,490000,"Defiance 2050",2018,"Online Multi-Player",0,0.39,0.48,0,0
"1069","Trion Worlds",224600,4400000,"Defiance",2014,"Multi-player",0,0.77,0.64,0,0
"1070","Trion Worlds",402570,1500000,"Atlas Reactor",2016,"Multi-player Online Multi-Player",0,0.82,0.81,0,0
"1071","Tripwire Interactive",1250,11700000,"Killing Floor",2009,"Single-player Multi-player   Multiplayer",14.99,0.95,0.72,0,0
"1072","Tripwire Interactive",232090,7e+06,"Killing Floor 2",2016,"Single-player Multi-player Online Multi-Player",19.99,0.88,0.75,0,0
"1073","Tripwire Interactive",418460,3600000,"Rising Storm 2: Vietnam",2017,"Multi-player Online Multi-Player",18.99,0.78,0.81,0,0
"1074","Tripwire Interactive",1200,2100000,"Red Orchestra: Ostfront 41-45",2006,"Multi-player",3.99,0.88,0.81,0,0
"1075","Tripwire Interactive",35450,8700000,"Red Orchestra 2: Heroes of Stalingrad with Rising Storm",2011,"Multi-player Online Multi-Player",14.99,0.92,0.76,0,0
"1076","TT Games",578330,620000,"LEGO® City Undercover",2017,"Single-player",24.99,0.7,0.8,1,1
"1077","Twisted Tree",219680,1500000,"Proteus",2013,"Single-player",6.99,0.74,0.8,1,0
"1078","Two Tribes Publishing",38720,2200000,"RUSH",2010,"Single-player",3.99,0.9,0.73,1,0
"1079","Two Tribes Publishing",38740,2200000,"EDGE",2011,"Single-player",4.99,0.92,0.74,1,0
"1080","Two Tribes Publishing",38700,2600000,"Toki Tori",2010,"Single-player",3.99,0.88,0.8,1,0
"1081","U.S. Army",13140,1600000,"America's Army 3",2009,"Single-player Multi-player",0,0.68,0.7,0,1
"1082","Ubisoft",339230,490000,"ZOMBI",2015,"Single-player",16.99,0.65,0.65,1,1
"1083","Ubisoft",21980,1100000,"Call of Juarez®: Bound in Blood",2009,"Single-player",8.59,0.83,0.78,1,1
"1084","Ubisoft",304390,11100000,"FOR HONOR™",2017,"Single-player Online Multi-Player",12.49,0.57,0.76,0,1
"1085","Ubisoft",220160,760000,"Trials Evolution: Gold Edition",2013,"Single-player Multi-player",16.99,0.77,0.85,0,1
"1086","Ubisoft",368500,1200000,"Assassin's Creed® Syndicate",2015,"Single-player",33.99,0.75,0.74,1,1
"1087","Ubisoft",13560,1e+06,"Tom Clancy's Splinter Cell®",2008,"Single-player",4.29,0.86,0.91,1,1
"1088","Ubisoft",15100,2100000,"Assassin's Creed™: Director's Cut Edition",2008,"Single-player",8.59,0.83,0.79,1,1
"1089","Ubisoft",13520,2200000,"Far Cry®",2008,"Single-player",8.59,0.84,0.89,1,1
"1090","Ubisoft",212630,8e+05,"Tom Clancy's Ghost Recon: Future Soldier™",2012,"Single-player Multi-player",12.49,0.65,0.71,0,1
"1091","Ubisoft",15170,820000,"Heroes of Might & Magic V",2008,"Single-player",8.59,0.87,0.77,1,1
"1092","Ubisoft",7200,540000,"Trackmania United Forever Star Edition",2008,"Single-player Multi-player",25.99,0.95,0.8,0,1
"1093","Ubisoft",15120,1500000,"Tom Clancy's Rainbow Six® Vegas 2",2008,"Single-player Multi-player",8.59,0.85,0.78,0,1
"1094","Ubisoft",15130,850000,"Beyond Good and Evil™",2008,"Single-player",4.29,0.91,0.83,1,1
"1095","Ubisoft",245490,6e+05,"Trials Fusion™",2014,"Single-player Multi-player",16.99,0.65,0.8,0,1
"1096","Ubisoft",33230,2800000,"Assassin's Creed 2 Deluxe Edition",2010,"Single-player",8.59,0.85,0.86,1,1
"1097","Ubisoft",460920,1100000,"Steep™",2016,"Single-player Online Multi-Player",25.99,0.75,0.72,0,1
"1098","Ubisoft",243470,2100000,"Watch_Dogs™",2014,"Single-player Multi-player",25.99,0.67,0.77,0,1
"1099","Ubisoft",2100,2100000,"Dark Messiah of Might & Magic",2006,"Single-player Multi-player",4.29,0.93,0.72,0,1
"1100","Ubisoft",238750,420000,"Might & Magic X - Legacy",2014,"Single-player",20.99,0.67,0.7,1,1
"1101","Ubisoft",13570,1200000,"Tom Clancy's Splinter Cell Chaos Theory®",2009,"Single-player",8.59,0.93,0.92,1,1
"1102","Ubisoft",375910,370000,"Anno 2205™",2015,"Single-player",33.99,0.63,0.72,1,1
"1103","Ubisoft",311560,1200000,"Assassin’s Creed® Rogue",2015,"Single-player",16.99,0.81,0.74,1,1
"1104","Ubisoft",201870,2e+06,"Assassin's Creed® Revelations",2011,"Single-player Multi-player",12.49,0.85,0.8,0,1
"1105","Ubisoft",48190,2100000,"Assassin’s Creed® Brotherhood",2011,"Single-player Multi-player",12.49,0.88,0.88,0,1
"1106","Ubisoft",256290,1500000,"Child of Light",2014,"Single-player",12.49,0.93,0.77,1,1
"1107","Ubisoft",233270,3e+06,"Far Cry 3 - Blood Dragon",2013,"Single-player",12.49,0.88,0.81,1,1
"1108","Ubisoft",214250,790000,"I Am Alive",2012,"Single-player",12.49,0.66,0.66,1,1
"1109","Ubisoft",298110,2600000,"Far Cry® 4",2014,"Single-player Multi-player",25.99,0.78,0.8,0,1
"1110","Ubisoft",19900,3200000,"Far Cry® 2: Fortune's Edition",2008,"Single-player Multi-player",8.59,0.75,0.85,0,1
"1111","Ubisoft",19980,990000,"Prince of Persia®",2008,"Single-player",8.59,0.78,0.82,1,1
"1112","Ubisoft",426790,530000,"Grow Up",2016,"Single-player",8.59,0.89,0.71,1,1
"1113","Ubisoft",228760,720000,"TrackMania² Canyon",2013,"Single-player Multi-player",16.99,0.8,0.81,0,1
"1114","Ubisoft",241560,8e+05,"The Crew™",2014,"Single-player Multi-player",25.99,0.67,0.71,0,1
"1115","Ubisoft",371660,1400000,"Far Cry® Primal",2016,"Single-player",41.99,0.76,0.74,1,1
"1116","Ubisoft",48240,1200000,"Anno 2070™",2011,"Single-player Multi-player",16.99,0.61,0.83,0,1
"1117","Ubisoft",323320,2e+06,"Grow Home",2015,"Single-player",6.69,0.91,0.75,1,1
"1118","Ubisoft",220240,6100000,"Far Cry 3",2012,"Single-player Multi-player",16.99,0.89,0.88,0,1
"1119","Ubisoft",33460,820000,"From Dust",2011,"Single-player",8.59,0.64,0.76,1,1
"1120","Ubisoft",61700,930000,"Might & Magic: Clash of Heroes",2011,"Single-player Multi-player",8.59,0.89,0.76,0,1
"1121","Ubisoft",232910,1300000,"TrackMania² Stadium",2013,"Single-player Multi-player",8.59,0.84,0.77,0,1
"1122","Ubisoft",48110,210000,"Silent Hunter 5®: Battle of the Atlantic",2010,"Single-player Multi-player",25.99,0.41,0.62,0,1
"1123","Ubisoft Entertainment",297000,1e+06,"Heroes® of Might & Magic® III - HD Edition",2015,"Single-player Multi-player",12.49,0.68,0.65,0,1
"1124","Ubisoft;Feral Interactive (Mac)",207490,820000,"Rayman® Origins",2012,"Single-player",8.59,0.93,0.86,1,1
"1125","Ultimate Games S.A.;PlayWay S.A.",468920,250000,"Ultimate Fishing Simulator",2018,"Single-player Multi-player Online Multi-Player",14.99,0.84,0.7,0,1
"1126","Unknown Worlds Entertainment",4920,4200000,"Natural Selection 2",2012,"Multi-player Online Multi-Player",6.99,0.85,0.8,0,0
"1127","Unknown Worlds Entertainment",264710,4e+06,"Subnautica",2018,"Single-player",19.49,0.94,0.87,1,0
"1128","Uppercut Games Pty Ltd",301860,1100000,"Submerged",2015,"Single-player",14.99,0.74,0.47,1,0
"1129","Valve",30,6400000,"Day of Defeat",2003,"Multi-player",3.99,0.9,0.79,0,1
"1130","Valve",70,9300000,"Half-Life",1998,"Single-player Multi-player Online Multi-Player",7.19,0.96,0.96,0,1
"1131","Valve",10,11100000,"Counter-Strike",2000,"Multi-player Online Multi-Player Local Multi-Player",7.19,0.97,0.88,0,1
"1132","Valve",220,12800000,"Half-Life 2",2004,"Single-player",7.19,0.97,0.96,1,1
"1133","Valve",240,1.3e+07,"Counter-Strike: Source",2004,"Multi-player  Multiplayer",7.19,0.96,0.88,0,1
"1134","Valve",300,6700000,"Day of Defeat: Source",2010,"Multi-player  Multiplayer",7.19,0.9,0.8,0,1
"1135","Valve",130,7700000,"Half-Life: Blue Shift",2001,"Single-player",3.99,0.9,0.71,1,1
"1136","Valve",400,13400000,"Portal",2007,"Single-player",7.19,0.98,0.9,1,1
"1137","Valve",420,10600000,"Half-Life 2: Episode Two",2007,"Single-player",5.79,0.95,0.9,1,1
"1138","Valve",440,2e+07,"Team Fortress 2",2007,"Multi-player  Multiplayer",0,0.94,0.92,0,1
"1139","Valve",380,10700000,"Half-Life 2: Episode One",2006,"Single-player",5.79,0.94,0.87,1,1
"1140","Valve",550,20100000,"Left 4 Dead 2",2009,"Single-player Multi-player",7.19,0.97,0.89,0,1
"1141","Valve",570,80500000,"Dota 2",2013,"Multi-player",0,0.86,0.9,0,1
"1142","Valve",620,16600000,"Portal 2",2011,"Single-player",7.19,0.99,0.95,1,1
"1143","Valve",80,10500000,"Counter-Strike: Condition Zero",2004,"Single-player Multi-player",7.19,0.89,0.65,0,1
"1144","Valve",730,68800000,"Counter-Strike: Global Offensive",2012,"Multi-player",0,0.87,0.83,0,1
"1145","Valve",500,8600000,"Left 4 Dead",2008,"Single-player Multi-player",7.19,0.95,0.89,0,1
"1146","Valve",583950,1200000,"Artifact",2018,"Single-player Online Multi-Player",15.99,0.49,0.76,0,1
"1147","Valve",630,5500000,"Alien Swarm",2010,"Single-player Multi-player",0,0.95,0.77,0,1
"1148","Versus Evil",281640,1600000,"The Banner Saga 2",2016,"Single-player",18.74,0.91,0.82,1,0
"1149","Versus Evil",237990,2100000,"The Banner Saga",2014,"Single-player",18.74,0.9,0.8,1,0
"1150","Versus Evil",317820,1e+06,"Guild of Dungeoneering",2015,"Single-player",10.99,0.75,0.72,1,0
"1151","Versus Evil",397060,2900000,"Faeria",2017,"Single-player Multi-player Online Multi-Player",18.99,0.84,0.81,0,0
"1152","Versus Evil",263500,1200000,"Dragons and Titans",2014,"Single-player Multi-player   Multiplayer",0,0.77,0.43,0,0
"1153","Versus Evil;Obsidian Entertainment",560130,830000,"Pillars of Eternity II: Deadfire",2018,"Single-player",32.99,0.84,0.88,1,1
"1154","Vertigo Games",342180,1e+06,"Arizona Sunshine",2016,"Single-player Multi-player Online Multi-Player",29.99,0.85,0.81,0,0
"1155","Vertigo Gaming Inc.",386620,2100000,"Cook, Serve, Delicious! 2!!",2017,"Single-player Local",9.99,0.88,0.62,0,0
"1156","Vlambeer",242680,2500000,"Nuclear Throne",2015,"Single-player",9.29,0.96,0.89,1,0
"1157","Wadjet Eye Games",80310,1400000,"Gemini Rue",2011,"Single-player",6.99,0.9,0.82,1,0
"1158","Wales Interactive",584980,1700000,"Late Shift",2017,"Single-player",9.99,0.89,0.79,1,0
"1159","Warchest Ltd.",333930,9800000,"Dirty Bomb®",2015,"Multi-player Online Multi-Player",0,0.8,0.63,0,0
"1160","Wargaming Group Limited",552990,3700000,"World of Warships",2017,"Multi-player Online Multi-Player",0,0.72,0.81,0,1
