id,owners
10,11100000.0
30,6400000.0
70,9300000.0
80,10500000.0
130,7700000.0
220,12800000.0
240,13000000.0
300,6700000.0
380,10700000.0
400,13400000.0
420,10600000.0
440,20000000.0
500,8600000.0
550,20100000.0
570,80500000.0
620,16600000.000000002
630,5500000.0
730,68800000.0
1200,2100000.0
1250,11700000.0
1510,2600000.0
1520,2800000.0
1930,4300000.0
2100,2100000.0
2210,910000.0
2300,2000000.0
2310,1700000.0
2400,5400000.0
2500,2600000.0
2600,1600000.0
2620,680000.0
2630,950000.0
2820,1400000.0
2870,400000.0
2990,1800000.0
3590,3900000.0
3700,2900000.0
3720,1800000.0
3830,7400000.0
3900,2900000.0
3910,6700000.0
3920,2400000.0
4500,4000000.0
4560,6700000.0
4570,4400000.0
4580,2300000.0
4720,2900000.0
4760,3200000.0
4850,590000.0
4920,4200000.0
6000,2800000.0
6020,3600000.0
6030,3000000.0
6060,5200000.0
6120,2200000.0
6200,1200000.0
6220,1600000.0
6310,1100000.0
6370,1200000.0
6550,850000.0
6830,2300000.0
6850,4099999.9999999995
6860,4099999.9999999995
6880,4400000.0
6900,3400000.0
6910,4300000.0
6920,3300000.0
6980,2500000.0
7000,3300000.0
7200,540000.0
7510,3800000.0
7520,3700000.0
7600,1500000.0
7940,2300000.0
8000,3400000.0
8080,2500000.0
8140,3600000.0
8170,1300000.0
8190,9200000.0
8500,4400000.0
8600,3900000.0
8800,2700000.0
8870,9000000.0
8930,9700000.0
9010,1700000.0
9050,1500000.0
9200,3100000.0
9350,2500000.0
9420,2700000.0
9480,8400000.0
9880,1400000.0
9900,2500000.0
10090,3600000.0
10150,1700000.0
10180,4600000.0
10220,420000.0
10500,3100000.0
10680,2500000.0
11450,4500000.0
12100,5000000.0
12110,5500000.0
12120,6900000.0
12130,1600000.0
12140,2900000.0
12150,2600000.0
12200,3200000.0
12210,7900000.0
12320,810000.0
12360,1400000.0
12810,3400000.0
12830,2900000.0
13140,1600000.0
13210,2000000.0
13230,1600000.0
13240,1500000.0
13520,2200000.0
13560,1000000.0
13570,1200000.0
15100,2100000.0
15120,1500000.0
15130,850000.0
15170,820000.0
15320,1700000.0
15620,3300000.0
16450,4500000.0
16720,1900000.0
16730,1900000.0
17080,2900000.0
17300,2700000.0
17330,2200000.0
17390,3200000.0
17410,7100000.0
17430,1200000.0
17450,2200000.0
17460,3200000.0
17470,5400000.0
17480,1400000.0
17710,2200000.0
18500,1800000.0
18700,2000000.0
19900,3200000.0
19980,990000.0
20510,3600000.0
20530,1700000.0
20540,4400000.0
20570,2400000.0
20820,1600000.0
20900,7100000.0
20920,8500000.0
21000,1800000.0
21090,4000000.0
21100,4900000.0
21130,1700000.0
21690,4300000.0
21980,1100000.0
22000,3500000.0
22100,2900000.0
22120,1800000.0
22180,2200000.0
22200,2700000.0
22230,2200000.0
22300,1900000.0
22320,2700000.0
22330,3900000.0
22350,2900000.0
22370,4400000.0
22380,8000000.0
22600,2400000.0
22610,2600000.0
23490,4500000.0
24200,860000.0
24240,8500000.0
24420,1600000.0
24720,1600000.0
24740,5000000.0
24790,1000000.0
24800,3300000.0
24840,1100000.0
24870,830000.0
24960,4099999.9999999995
24980,3800000.0
25800,2000000.0
25830,570000.0
25890,1700000.0
25900,2000000.0
26800,3000000.0
28000,3200000.0
31270,3200000.0
32360,1400000.0
32380,2500000.0
32430,2800000.0
32440,2100000.0
32500,2400000.0
33230,2800000.0
33460,820000.0
33900,1600000.0
33930,6800000.0
34010,3600000.0
34030,2300000.0
34830,3100000.0
34870,4000000.0
35000,3200000.0
35130,3800000.0
35140,6500000.0
35450,8700000.0
35700,4500000.0
35720,6200000.0
38400,7700000.0
38410,3300000.0
38420,3000000.0
38700,2600000.0
38720,2200000.0
38740,2200000.0
39120,3100000.0
39190,1800000.0
39200,1800000.0
39210,1600000.0
39500,1800000.0
39510,1700000.0
39680,1400000.0
39690,1500000.0
40100,2900000.0
40300,3300000.0
40380,930000.0
40390,3600000.0
40400,2700000.0
40700,2600000.0
40950,1700000.0
40970,2300000.0
40990,930000.0
41000,3700000.0
41070,5500000.0
41300,1700000.0
41500,2900000.0
41700,3600000.0
42120,3000000.0
42670,820000.0
42700,3400000.0
42910,7100000.0
42960,1600000.0
44350,8900000.0
45700,930000.0
45740,3100000.0
45750,790000.0
45770,2200000.0
46500,4099999.9999999995
46510,4000000.0
47410,1900000.0
47700,610000.0
47780,4000000.0
47790,4099999.9999999995
47810,2100000.0
47870,2600000.0
47890,2100000.0
48000,8700000.0
48110,210000.0
48190,2100000.0
48240,1200000.0
48700,5200000.0
48720,3300000.0
49520,15000000.0
49600,2700000.0
50130,5400000.0
50300,9200000.0
55040,1500000.0
55100,7500000.0
55110,4400000.0
55150,6800000.0
55230,9100000.0
57300,11500000.0
57690,6800000.0
57740,950000.0
57900,2900000.0
58610,1800000.0
61700,930000.0
64000,2300000.0
65540,1600000.0
65800,4099999.9999999995
65930,7600000.0
65980,1900000.0
67370,8400000.0
70000,5800000.0
70300,3800000.0
70400,1500000.0
70600,2700000.0
71340,3800000.0
72850,11400000.0
78000,1900000.0
80310,1400000.0
91200,4400000.0
91600,3800000.0
91900,1700000.0
92000,2000000.0
92800,4200000.0
94200,2200000.0
94300,2300000.0
94400,2300000.0
95400,1700000.0
96000,3800000.0
97000,1700000.0
97330,570000.0
98200,2600000.0
98300,810000.0
98400,3800000.0
98800,2200000.0
99300,4500000.0
99900,4300000.0
102500,1800000.0
102600,3800000.0
102840,2500000.0
105000,2200000.0
105450,3000000.0
105600,26600000.0
107100,5800000.0
107200,2400000.0
107310,2800000.0
107410,7700000.0
107600,770000.0
108710,5800000.0
109600,5100000.0
110800,4500000.0
113020,6700000.0
113200,7200000.0
113420,2400000.0
115110,2200000.0
115320,2100000.0
115800,2300000.0
200010,1400000.0
200170,3300000.0
200210,5300000.0
200260,6900000.0
200510,6200000.0
200710,5800000.0
200900,2600000.0
201230,1200000.0
201510,1100000.0
201790,5300000.0
201810,4600000.0
201870,2000000.0
202200,5800000.0
202750,4800000.0
202970,4800000.0
203140,6700000.0
203160,14700000.0
203630,3200000.0
203750,4500000.0
203770,9500000.0
203830,1800000.0
204030,1600000.0
204060,2600000.0
204100,4500000.0
204180,3200000.0
204240,2300000.0
204300,5900000.0
204340,3200000.0
204530,1500000.0
204880,6600000.0
205020,1600000.0
205100,6500000.0
205230,5400000.0
205650,1400000.0
205910,3000000.0
206190,3200000.0
206420,8100000.0
206440,4300000.0
207140,5600000.0
207170,2700000.0
207350,1100000.0
207490,820000.0
207690,1800000.0
207750,1300000.0
208140,6300000.0
208500,1100000.0
208580,4099999.9999999995
208670,2000000.0
208730,2000000.0
208750,1000000.0
209000,5300000.0
209080,9600000.0
209100,710000.0
209120,870000.0
209160,2100000.0
209370,1100000.0
209540,1500000.0
209650,1700000.0
209670,4800000.0
209830,1800000.0
210770,7800000.0
210970,2400000.0
211260,1600000.0
211400,3600000.0
211600,3700000.0
211820,6300000.0
212070,2700000.0
212160,1900000.0
212500,3000000.0
212630,800000.0
212680,5800000.0
213330,1600000.0
214170,2100000.0
214250,790000.0
214340,3900000.0
214360,1800000.0
214490,5000000.0
214770,3300000.0
214830,2200000.0
214870,2000000.0
214950,2300000.0
214970,1700000.0
215080,2200000.0
215160,1200000.0
215280,2100000.0
215470,1700000.0
215510,2500000.0
215530,3400000.0
215670,1800000.0
216910,1500000.0
217140,1700000.0
217690,1300000.0
217920,1900000.0
218060,2500000.0
218230,9200000.0
218620,21200000.0
218640,4200000.0
218680,4600000.0
218740,3500000.0
218820,2100000.0
219150,6900000.0
219640,11000000.0
219680,1500000.0
219830,2200000.0
219890,3100000.0
219910,2300000.0
219990,3100000.0
220090,2300000.0
220160,760000.0
220200,4800000.0
220240,6100000.0
220440,4000000.0
220740,2100000.0
220780,3200000.0
220860,2300000.0
221040,3900000.0
221260,2900000.0
221380,5400000.0
221540,600000.0
221640,3900000.0
221810,1000000.0
221910,5400000.0
222480,3700000.0
222730,2900000.0
222750,990000.0
222880,14400000.0
223100,1900000.0
223220,3000000.0
223470,6700000.0
223830,1100000.0
224460,1300000.0
224480,2500000.0
224600,4400000.0
224760,3900000.0
224820,1400000.0
225080,4400000.0
225260,7400000.0
225420,3200000.0
225540,7800000.0
225600,2000000.0
226580,620000.0
226840,7200000.0
226860,1800000.0
227080,2200000.0
227100,1500000.0
227200,1600000.0
227220,2400000.0
227300,9000000.0
227580,1000000.0
228200,6800000.0
228260,1700000.0
228280,1500000.0
228300,3000000.0
228360,1100000.0
228380,1600000.0
228760,720000.0
230070,920000.0
230270,1100000.0
230410,16500000.0
230700,1500000.0
230820,2000000.0
230840,310000.0
231040,2200000.0
231160,3100000.0
231430,12700000.0
232050,3300000.0
232090,7000000.0
232430,2100000.0
232750,1500000.0
232770,4300000.0
232790,2800000.0
232910,1300000.0
233130,8700000.0
233150,1600000.0
233270,3000000.0
233290,3700000.0
233450,5900000.0
233470,1800000.0
233610,1900000.0
233720,5300000.0
233840,2100000.0
233860,1300000.0
233980,2100000.0
234140,5400000.0
234270,2100000.0
234390,3700000.0
234630,2800000.0
234650,6500000.0
234670,1800000.0
234900,1300000.0
235210,3400000.0
235340,1000000.0
235380,240000.0
235460,2800000.0
235540,4500000.0
235800,1100000.0
236150,3500000.0
236390,11700000.0
236430,1800000.0
236510,1200000.0
236690,780000.0
236850,3200000.0
237630,1500000.0
237740,670000.0
237850,1400000.0
237930,3300000.0
237990,2100000.0
238010,5100000.0
238210,3500000.0
238320,10500000.0
238430,4099999.9999999995
238460,6500000.0
238750,420000.0
238960,11500000.0
239030,4900000.0
239070,2800000.0
239120,670000.0
239140,8199999.999999999
239160,4400000.0
239200,8300000.000000001
239250,1200000.0
239820,3300000.0
239840,610000.0
240760,2300000.0
241320,1400000.0
241410,1100000.0
241560,800000.0
241600,3000000.0
241720,990000.0
241910,2000000.0
242570,730000.0
242640,2800000.0
242680,2500000.0
242700,7800000.0
242760,8900000.0
242820,1800000.0
242860,3000000.0
242880,2700000.0
242920,2900000.0
243200,2300000.0
243450,1300000.0
243470,2100000.0
243800,1600000.0
243930,1200000.0
243970,1800000.0
244030,640000.0
244050,1100000.0
244160,1800000.0
244210,2700000.0
244450,2300000.0
244710,1700000.0
244730,1800000.0
244910,180000.0
245170,4500000.0
245280,2800000.0
245470,1300000.0
245490,600000.0
245620,2900000.0
246090,1000000.0
246110,1400000.0
246700,690000.0
246760,1200000.0
247000,2300000.0
247080,2900000.0
247240,1600000.0
247660,2000000.0
247730,2000000.0
247950,1500000.0
248310,1900000.0
248610,2800000.0
248820,4400000.0
248860,940000.0
249130,2000000.0
249230,2000000.0
249590,2000000.0
249650,2700000.0
249870,900000.0
250110,910000.0
250260,1600000.0
250320,3300000.0
250380,1000000.0
250400,4400000.0
250520,950000.0
250560,680000.0
250620,1800000.0
250760,1400000.0
251060,2100000.0
251130,2300000.0
251150,1200000.0
251470,1200000.0
251950,1500000.0
251990,1400000.0
252030,920000.0
252110,1100000.0
252330,1900000.0
252410,2400000.0
252450,230000.0
252490,12900000.0
252630,1600000.0
252670,1600000.0
252950,13000000.0
253030,3800000.0
253110,1400000.0
253230,3100000.0
253330,1200000.0
253750,470000.0
253840,430000.0
253980,5700000.0
254700,3700000.0
255070,1900000.0
255220,1900000.0
255300,1600000.0
255420,540000.0
255710,7800000.0
256190,1200000.0
256290,1500000.0
257170,1100000.0
257350,1300000.0
257510,3000000.0
257850,2200000.0
258180,2700000.0
258520,2300000.0
260750,1200000.0
261180,4099999.9999999995
261470,360000.0
261640,9400000.0
261760,2400000.0
262060,4099999.9999999995
262280,4700000.0
262830,1400000.0
262960,350000.0
263280,2500000.0
263500,1200000.0
264710,4000000.0
265300,3000000.0
265330,1200000.0
265590,5500000.0
265690,1500000.0
265930,6300000.0
266510,2700000.0
266840,1800000.0
268050,2400000.0
268130,790000.0
268500,4600000.0
268870,5900000.0
268910,3200000.0
269050,1300000.0
269790,2000000.0
270150,2200000.0
270880,4000000.0
271240,2300000.0
271590,14300000.0
272270,840000.0
272470,2300000.0
272510,790000.0
272890,2900000.0
274190,3700000.0
274230,1100000.0
274270,1100000.0
274290,1900000.0
274310,2100000.0
274350,1200000.0
274500,1400000.0
274520,1800000.0
274940,2600000.0
275100,1900000.0
275390,5600000.0
275670,1200000.0
275850,4700000.0
276810,1400000.0
277430,1400000.0
278080,690000.0
278360,8300000.000000001
280160,1500000.0
281610,750000.0
281640,1600000.0
281990,4400000.0
282070,5400000.0
282140,3200000.0
282560,250000.0
282900,2000000.0
283290,3500000.0
283640,1100000.0
283680,910000.0
284390,1500000.0
285190,2100000.0
285330,1900000.0
285440,950000.0
286000,1400000.0
286040,2100000.0
286570,6200000.0
287260,1600000.0
287390,5700000.0
287450,1500000.0
287700,6100000.0
287980,2400000.0
288160,1700000.0
289070,5300000.0
289130,2800000.0
289690,6800000.0
290080,1200000.0
290340,2300000.0
290770,1400000.0
290790,2300000.0
291410,1500000.0
291480,8900000.0
291650,3000000.0
291860,700000.0
292030,10200000.0
292730,1300000.0
293260,1900000.0
294100,2400000.0
296070,1200000.0
296830,1300000.0
297000,1000000.0
297120,1000000.0
297130,3900000.0
298110,2600000.0
298260,2300000.0
298520,2200000.0
298600,2600000.0
298630,2900000.0
299360,3700000.0
300550,2700000.0
301640,3300000.0
301860,1100000.0
301910,2600000.0
301970,2300000.0
302080,870000.0
302510,3700000.0
302710,1200000.0
304030,2100000.0
304240,2600000.0
304390,11100000.0
304430,2400000.0
304530,930000.0
304650,1900000.0
304730,390000.0
306660,1300000.0
307230,1700000.0
307670,1300000.0
307780,3700000.0
307960,280000.0
308420,1900000.0
310080,1300000.0
310470,410000.0
310510,1100000.0
310560,8700000.0
310950,2600000.0
311210,4300000.0
311240,580000.0
311290,390000.0
311340,4800000.0
311560,1200000.0
311690,3200000.0
311730,1900000.0
312450,1100000.0
312520,1100000.0
312530,2700000.0
312660,3600000.0
312670,1500000.0
313010,400000.0
313160,850000.0
313630,380000.0
314410,1500000.0
314660,1900000.0
314710,950000.0
314790,1800000.0
316790,3000000.0
317820,1000000.0
318020,390000.0
318230,990000.0
318600,6100000.0
319510,2200000.0
320040,2300000.0
320240,920000.0
320300,2200000.0
322190,2300000.0
322330,11600000.0
322500,4099999.9999999995
322910,740000.0
323060,1900000.0
323190,3400000.0
323320,2000000.0
323380,860000.0
323580,6400000.0
323850,2200000.0
324160,440000.0
324800,2000000.0
325610,1300000.0
326160,530000.0
326410,1700000.0
327030,2100000.0
327410,2200000.0
327890,2400000.0
329490,1100000.0
330820,1600000.0
331480,1100000.0
332200,570000.0
332800,1400000.0
333930,9800000.0
335000,310000.0
335300,4400000.0
335670,1500000.0
337000,5100000.0
337340,1800000.0
338390,920000.0
339200,1300000.0
339230,490000.0
340170,560000.0
341800,2900000.0
341940,1500000.0
342180,1000000.0
343100,2500000.0
343710,5500000.0
343860,2000000.0
344850,890000.0
345180,2700000.0
346110,8199999.999999999
346940,2500000.0
347830,1100000.0
350080,2900000.0
350640,2500000.0
350740,850000.0
351920,2100000.0
351940,3000000.0
351970,1600000.0
352400,1000000.0
353640,1600000.0
353700,1000000.0
354140,900000.0
355790,2400000.0
356040,1400000.0
356400,570000.0
356570,2600000.0
358130,590000.0
359320,7200000.0
360170,2100000.0
360430,3500000.0
360740,1400000.0
360830,2400000.0
361280,1700000.0
361300,1400000.0
362680,1300000.0
