id,owners
362890,3700000.0
362960,1400000.0
363440,2200000.0
363600,1600000.0
363680,560000.0
364360,3000000.0
365160,1900000.0
365450,7300000.0
366320,1600000.0
366910,640000.0
367450,3300000.0
367500,3000000.0
367520,5200000.0
368230,7100000.0
368370,2300000.0
368500,1200000.0
369070,1100000.0
369990,2000000.0
370910,3400000.0
371200,1300000.0
371660,1400000.0
373420,2800000.0
374030,820000.0
374040,2500000.0
374320,7300000.0
375820,1600000.0
375910,370000.0
375950,1700000.0
376300,1100000.0
377160,8500000.0
377840,870000.0
378540,2500000.0
378720,410000.0
378860,2600000.0
379430,3800000.0
379720,7400000.0
381780,1200000.0
382140,1100000.0
383230,1100000.0
383870,2400000.0
384190,2500000.0
384630,1800000.0
385710,1500000.0
385730,870000.0
385760,1200000.0
386360,9000000.0
386620,2100000.0
387290,3200000.0
388090,680000.0
388210,2200000.0
388880,2500000.0
389730,2300000.0
391040,650000.0
391220,6200000.0
391540,5800000.0
391720,8000000.0
391730,750000.0
394230,1900000.0
394310,3200000.0
394360,3800000.0
394510,1500000.0
394760,990000.0
394970,900000.0
395170,4600000.0
396750,1200000.0
397060,2900000.0
397340,2000000.0
397950,2100000.0
398850,2200000.0
400170,2400000.0
400630,1900000.0
402570,1500000.0
403640,3600000.0
403970,1700000.0
404540,1400000.0
404680,710000.0
405640,2500000.0
405900,900000.0
409710,8300000.000000001
410110,2400000.0
410320,1900000.0
410380,600000.0
410900,1800000.0
411300,1500000.0
411830,430000.0
412830,700000.0
413150,8400000.0
413410,1300000.0
413420,1100000.0
414340,3700000.0
414700,3200000.0
414740,280000.0
415200,1000000.0
415590,510000.0
416600,1500000.0
416680,1900000.0
417290,470000.0
418180,1800000.0
418240,2700000.0
418370,2400000.0
418460,3600000.0
420530,810000.0
421020,1600000.0
421050,1800000.0
421120,1300000.0
422970,2200000.0
423230,2200000.0
423580,1800000.0
424370,830000.0
424840,7100000.0
426790,530000.0
427290,2000000.0
427520,3200000.0
428550,2100000.0
429660,2400000.0
429680,990000.0
433340,2800000.0
433850,12700000.0
435120,1900000.0
435150,3800000.0
435400,2100000.0
435530,1900000.0
437160,1300000.0
437920,1900000.0
438740,2600000.0
439190,4400000.0
440900,3500000.0
444090,13000000.0
445980,2500000.0
446020,2200000.0
446800,500000.0
447020,900000.0
447530,1400000.0
447820,2000000.0
448280,820000.0
448510,2400000.0
449960,1900000.0
451020,1600000.0
452570,1800000.0
453090,360000.0
454650,1100000.0
455980,230000.0
456670,730000.0
457140,2000000.0
460790,2500000.0
460810,1300000.0
460920,1100000.0
460950,1300000.0
461950,1400000.0
462770,1000000.0
464060,2300000.0
464340,1000000.0
464920,4700000.0
466300,1100000.0
466560,2700000.0
468920,250000.0
469820,1600000.0
470260,1200000.0
473690,2100000.0
474750,1600000.0
474960,2900000.0
475190,1900000.0
475550,3200000.0
477160,6400000.0
477770,230000.0
480430,1700000.0
485510,1400000.0
487720,890000.0
489630,1300000.0
489830,8400000.0
491950,6300000.0
492720,1300000.0
493200,1300000.0
493340,4200000.0
493900,2300000.0
495910,1200000.0
499520,2400000.0
501080,140000.0
501300,890000.0
501590,1200000.0
502800,340000.0
503560,2500000.0
503940,1300000.0
504230,1300000.0
504370,6900000.0
506610,1400000.0
507490,4400000.0
512250,1400000.0
512790,210000.0
514900,2200000.0
515220,570000.0
517630,790000.0
517710,1300000.0
519860,800000.0
521890,1500000.0
523210,590000.0
523780,1400000.0
524220,3000000.0
525480,700000.0
525510,430000.0
527230,1700000.0
527270,240000.0
527430,500000.0
530630,480000.0
532110,1100000.0
532840,1100000.0
535230,1500000.0
535930,2600000.0
537800,2300000.0
538680,300000.0
543460,2000000.0
543900,360000.0
544750,2500000.0
544920,4099999.9999999995
548430,3000000.0
551730,180000.0
552500,5400000.0
552590,1800000.0
552620,360000.0
552990,3700000.0
553640,910000.0
554620,2200000.0
555220,1100000.0
555880,460000.0
557600,410000.0
558420,1400000.0
558990,1400000.0
559100,1900000.0
559210,1200000.0
560130,830000.0
567640,760000.0
569860,250000.0
570460,1600000.0
571310,390000.0
572410,550000.0
573100,390000.0
577800,400000.0
578330,620000.0
578620,1000000.0
579180,230000.0
579950,520000.0
581320,2500000.0
582010,5500000.0
582270,1100000.0
582660,7700000.0
583470,570000.0
583950,1200000.0
584400,2300000.0
584980,1700000.0
587620,2000000.0
588430,6000000.0
588650,2500000.0
589360,1000000.0
589780,440000.0
590380,1400000.0
593280,1100000.0
594570,2000000.0
594650,2500000.0
595140,1900000.0
597220,450000.0
599140,2500000.0
601150,1800000.0
601430,1300000.0
606150,2200000.0
606280,1500000.0
607050,1500000.0
609320,420000.0
611660,600000.0
611670,790000.0
612880,2300000.0
613100,1700000.0
614570,1700000.0
617830,1400000.0
619780,1300000.0
620590,2000000.0
620980,2100000.0
624090,350000.0
626690,880000.0
627270,1100000.0
632360,4900000.0
633230,560000.0
633460,1700000.0
635320,2000000.0
637090,1900000.0
638070,4099999.9999999995
638970,3600000.0
640820,1900000.0
641990,3000000.0
644930,1100000.0
646570,3500000.0
648350,7300000.0
650000,270000.0
653530,650000.0
654880,760000.0
666140,2500000.0
675260,1200000.0
676820,700000.0
677160,2100000.0
678950,1500000.0
684410,1100000.0
690790,2500000.0
711660,340000.0
718670,1800000.0
728880,2200000.0
736260,1100000.0
737800,3600000.0
738520,490000.0
743090,490000.0
743450,1700000.0
750920,3700000.0
751780,2900000.0
760060,1800000.0
761620,1000000.0
761890,2300000.0
785740,1500000.0
787860,920000.0
794260,1600000.0
814380,2200000.0
815370,1300000.0
816020,430000.0
834530,2600000.0
838310,430000.0
838380,990000.0
841370,420000.0
845070,4300000.0
847370,900000.0
863550,7400000.0
868360,270000.0
872790,370000.0
883710,2800000.0
893180,1500000.0
899440,430000.0
942970,370000.0
973760,540000.0
